treeid,datetime,F_kN,strap_ht_m,tilt,diam_cm
GP029,2020-07-29T14:39:35Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:36Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:37Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:38Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:39Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:40Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:41Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:42Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:43Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:44Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:45Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:46Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:47Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:48Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:49Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:50Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:51Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:52Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:53Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:54Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:55Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:56Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:57Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:58Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:39:59Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:00Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:01Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:02Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:03Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:04Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:05Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:06Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:07Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:08Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:09Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:10Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:11Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:12Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:13Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:14Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:15Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:16Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:17Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:18Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:19Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:20Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:21Z,NA,5.8,NA,41.4
GP029,2020-07-29T14:40:22Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:23Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:24Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:25Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:26Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:27Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:28Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:29Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:30Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:31Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:32Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:33Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:34Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:35Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:36Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:37Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:38Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:39Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:40Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:41Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:42Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:43Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:44Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:45Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:46Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:47Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:48Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:49Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:50Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:51Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:52Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:53Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:54Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:55Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:56Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:57Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:58Z,NA,5.8,0,41.4
GP029,2020-07-29T14:40:59Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:00Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:01Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:02Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:03Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:04Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:05Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:06Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:07Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:08Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:09Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:10Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:11Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:12Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:13Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:14Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:15Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:16Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:17Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:18Z,NA,5.8,0,41.4
GP029,2020-07-29T14:41:19Z,0.25,5.8,0,41.4
GP029,2020-07-29T14:41:20Z,0.4,5.8,0,41.4
GP029,2020-07-29T14:41:21Z,0.5,5.8,0,41.4
GP029,2020-07-29T14:41:22Z,0.5,5.8,0,41.4
GP029,2020-07-29T14:41:23Z,0.65,5.8,0,41.4
GP029,2020-07-29T14:41:24Z,0.65,5.8,0,41.4
GP029,2020-07-29T14:41:25Z,0.6,5.8,0,41.4
GP029,2020-07-29T14:41:26Z,0.9,5.8,0,41.4
GP029,2020-07-29T14:41:27Z,1.1,5.8,0,41.4
GP029,2020-07-29T14:41:28Z,1.3,5.8,0,41.4
GP029,2020-07-29T14:41:29Z,1.3,5.8,0,41.4
GP029,2020-07-29T14:41:30Z,1.3,5.8,0,41.4
GP029,2020-07-29T14:41:31Z,1.3,5.8,0,41.4
GP029,2020-07-29T14:41:32Z,1.85,5.8,0,41.4
GP029,2020-07-29T14:41:33Z,1.85,5.8,0,41.4
GP029,2020-07-29T14:41:34Z,2.05,5.8,0,41.4
GP029,2020-07-29T14:41:35Z,2.45,5.8,0,41.4
GP029,2020-07-29T14:41:36Z,2.6,5.8,0,41.4
GP029,2020-07-29T14:41:37Z,3,5.8,0,41.4
GP029,2020-07-29T14:41:38Z,3,5.8,0,41.4
GP029,2020-07-29T14:41:39Z,3,5.8,0,41.4
GP029,2020-07-29T14:41:40Z,3.95,5.8,0,41.4
GP029,2020-07-29T14:41:41Z,4.3,5.8,0,41.4
GP029,2020-07-29T14:41:42Z,4.35,5.8,0,41.4
GP029,2020-07-29T14:41:43Z,4.35,5.8,NA,41.4
GP029,2020-07-29T14:41:44Z,5.1,5.8,0,41.4
GP029,2020-07-29T14:41:45Z,5.35,5.8,0.1,41.4
GP029,2020-07-29T14:41:46Z,6,5.8,0.1,41.4
GP029,2020-07-29T14:41:47Z,6.3,5.8,0.1,41.4
GP029,2020-07-29T14:41:48Z,6.3,5.8,0.1,41.4
GP029,2020-07-29T14:41:49Z,6.3,5.8,0.1,41.4
GP029,2020-07-29T14:41:50Z,6.3,5.8,0.1,41.4
GP029,2020-07-29T14:41:51Z,NA,5.8,0.1,41.4
GP029,2020-07-29T14:41:52Z,NA,5.8,0.1,41.4
GP029,2020-07-29T14:41:53Z,8.9,5.8,0.1,41.4
GP029,2020-07-29T14:41:54Z,8.9,5.8,0.2,41.4
GP029,2020-07-29T14:41:55Z,10.15,5.8,0.2,41.4
GP029,2020-07-29T14:41:56Z,10.8,5.8,0.2,41.4
GP029,2020-07-29T14:41:57Z,11.1,5.8,0.2,41.4
GP029,2020-07-29T14:41:58Z,11.65,5.8,0.2,41.4
GP029,2020-07-29T14:41:59Z,11.65,5.8,0.2,41.4
GP029,2020-07-29T14:42:00Z,12.15,5.8,0.2,41.4
GP029,2020-07-29T14:42:01Z,12.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:02Z,12.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:03Z,12.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:04Z,12.5,5.8,0.2,41.4
GP029,2020-07-29T14:42:05Z,12.5,5.8,0.2,41.4
GP029,2020-07-29T14:42:06Z,12.5,5.8,0.2,41.4
GP029,2020-07-29T14:42:07Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:08Z,11.9,5.8,0.2,41.4
GP029,2020-07-29T14:42:09Z,11.9,5.8,0.2,41.4
GP029,2020-07-29T14:42:10Z,11.85,5.8,0.2,41.4
GP029,2020-07-29T14:42:11Z,11.7,5.8,0.2,41.4
GP029,2020-07-29T14:42:12Z,11.65,5.8,0.2,41.4
GP029,2020-07-29T14:42:13Z,11.65,5.8,0.2,41.4
GP029,2020-07-29T14:42:14Z,11.6,5.8,0.2,41.4
GP029,2020-07-29T14:42:15Z,11.55,5.8,0.2,41.4
GP029,2020-07-29T14:42:16Z,11.5,5.8,0.2,41.4
GP029,2020-07-29T14:42:17Z,11.4,5.8,0.2,41.4
GP029,2020-07-29T14:42:18Z,11.35,5.8,0.2,41.4
GP029,2020-07-29T14:42:19Z,11.3,5.8,0.2,41.4
GP029,2020-07-29T14:42:20Z,11.3,5.8,0.2,41.4
GP029,2020-07-29T14:42:21Z,11.3,5.8,0.2,41.4
GP029,2020-07-29T14:42:22Z,11.25,5.8,0.2,41.4
GP029,2020-07-29T14:42:23Z,11.2,5.8,0.2,41.4
GP029,2020-07-29T14:42:24Z,11.2,5.8,0.2,41.4
GP029,2020-07-29T14:42:25Z,11.2,5.8,0.2,41.4
GP029,2020-07-29T14:42:26Z,11.15,5.8,0.2,41.4
GP029,2020-07-29T14:42:27Z,11.15,5.8,0.2,41.4
GP029,2020-07-29T14:42:28Z,11.1,5.8,0.2,41.4
GP029,2020-07-29T14:42:29Z,11.05,5.8,0.2,41.4
GP029,2020-07-29T14:42:30Z,11.05,5.8,0.2,41.4
GP029,2020-07-29T14:42:31Z,11,5.8,0.2,41.4
GP029,2020-07-29T14:42:32Z,11,5.8,0.2,41.4
GP029,2020-07-29T14:42:33Z,11,5.8,0.2,41.4
GP029,2020-07-29T14:42:34Z,10.95,5.8,0.2,41.4
GP029,2020-07-29T14:42:35Z,10.95,5.8,0.2,41.4
GP029,2020-07-29T14:42:36Z,10.9,5.8,0.2,41.4
GP029,2020-07-29T14:42:37Z,10.9,5.8,0.2,41.4
GP029,2020-07-29T14:42:38Z,11.15,5.8,0.2,41.4
GP029,2020-07-29T14:42:39Z,11.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:40Z,11.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:41Z,11.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:42Z,11.8,5.8,0.2,41.4
GP029,2020-07-29T14:42:43Z,NA,5.8,0.3,41.4
GP029,2020-07-29T14:42:44Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:45Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:46Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:47Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:48Z,NA,5.8,0.2,41.4
GP029,2020-07-29T14:42:49Z,17.1,5.8,0.2,41.4
GP029,2020-07-29T14:42:50Z,17.1,5.8,0.2,41.4
GP029,2020-07-29T14:42:51Z,18.05,5.8,0.2,41.4
GP029,2020-07-29T14:42:52Z,18.35,5.8,0.2,41.4
GP029,2020-07-29T14:42:53Z,18.6,5.8,0.3,41.4
GP029,2020-07-29T14:42:54Z,18.6,5.8,0.3,41.4
GP029,2020-07-29T14:42:55Z,19.65,5.8,0.3,41.4
GP029,2020-07-29T14:42:56Z,20.15,5.8,0.3,41.4
GP029,2020-07-29T14:42:57Z,20.5,5.8,0.3,41.4
GP029,2020-07-29T14:42:58Z,20.5,5.8,0.3,41.4
GP029,2020-07-29T14:42:59Z,21,5.8,0.3,41.4
GP029,2020-07-29T14:43:00Z,21,5.8,0.3,41.4
GP029,2020-07-29T14:43:01Z,21,5.8,0.3,41.4
GP029,2020-07-29T14:43:02Z,21,5.8,0.3,41.4
GP029,2020-07-29T14:43:03Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:04Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:05Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:06Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:07Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:08Z,24.05,5.8,0.4,41.4
GP029,2020-07-29T14:43:09Z,24.05,5.8,0.4,41.4
GP029,2020-07-29T14:43:10Z,24.9,5.8,0.4,41.4
GP029,2020-07-29T14:43:11Z,25.35,5.8,0.5,41.4
GP029,2020-07-29T14:43:12Z,25.55,5.8,0.5,41.4
GP029,2020-07-29T14:43:13Z,25.95,5.8,0.5,41.4
GP029,2020-07-29T14:43:14Z,26.5,5.8,0.4,41.4
GP029,2020-07-29T14:43:15Z,26.75,5.8,0.4,41.4
GP029,2020-07-29T14:43:16Z,26.9,5.8,0.4,41.4
GP029,2020-07-29T14:43:17Z,27.25,5.8,0.4,41.4
GP029,2020-07-29T14:43:18Z,27.55,5.8,0.4,41.4
GP029,2020-07-29T14:43:19Z,27.85,5.8,0.4,41.4
GP029,2020-07-29T14:43:20Z,28.15,5.8,0.4,41.4
GP029,2020-07-29T14:43:21Z,28.15,5.8,0.4,41.4
GP029,2020-07-29T14:43:22Z,28.15,5.8,0.4,41.4
GP029,2020-07-29T14:43:23Z,NA,5.8,0.4,41.4
GP029,2020-07-29T14:43:24Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:25Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:26Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:27Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:28Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:29Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:30Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:31Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:32Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:33Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:34Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:35Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:36Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:37Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:38Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:39Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:40Z,30.35,5.8,0.5,41.4
GP029,2020-07-29T14:43:41Z,30.35,5.8,0.5,41.4
GP029,2020-07-29T14:43:42Z,30.35,5.8,0.5,41.4
GP029,2020-07-29T14:43:43Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:44Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:45Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:46Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:47Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:48Z,NA,5.8,0.5,41.4
GP029,2020-07-29T14:43:49Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:50Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:51Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:52Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:53Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:54Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:55Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:56Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:57Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:58Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:43:59Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:00Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:01Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:02Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:03Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:04Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:05Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:06Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:07Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:08Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:09Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:10Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:11Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:12Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:13Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:14Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:15Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:16Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:17Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:18Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:19Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:20Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:21Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:22Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:23Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:24Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:25Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:26Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:27Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:28Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:29Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:30Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:31Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:32Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:33Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:34Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:35Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:36Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:37Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:38Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:39Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:40Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:41Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:42Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:43Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:44Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:45Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:46Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:47Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:48Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:49Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:50Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:51Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:52Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:53Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:54Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:55Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:56Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:57Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:58Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:44:59Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:00Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:01Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:02Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:03Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:04Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:05Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:06Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:07Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:08Z,NA,5.8,0.6,41.4
GP029,2020-07-29T14:45:09Z,28.65,5.8,0.6,41.4
GP029,2020-07-29T14:45:10Z,28.65,5.8,0.6,41.4
GP029,2020-07-29T14:45:11Z,28.65,5.8,0.6,41.4
GP029,2020-07-29T14:45:12Z,28.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:13Z,28.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:14Z,28.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:15Z,28.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:16Z,28.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:17Z,28.55,5.8,0.6,41.4
GP029,2020-07-29T14:45:18Z,28.55,5.8,0.6,41.4
GP029,2020-07-29T14:45:19Z,28.8,5.8,0.6,41.4
GP029,2020-07-29T14:45:20Z,29.45,5.8,0.6,41.4
GP029,2020-07-29T14:45:21Z,30.25,5.8,0.6,41.4
GP029,2020-07-29T14:45:22Z,30.75,5.8,0.6,41.4
GP029,2020-07-29T14:45:23Z,31.3,5.8,0.6,41.4
GP029,2020-07-29T14:45:24Z,32.05,5.8,0.6,41.4
GP029,2020-07-29T14:45:25Z,32.55,5.8,0.6,41.4
GP029,2020-07-29T14:45:26Z,33,5.8,0.6,41.4
GP029,2020-07-29T14:45:27Z,33.6,5.8,0.6,41.4
GP029,2020-07-29T14:45:28Z,34.05,5.8,0.7,41.4
GP029,2020-07-29T14:45:29Z,34.45,5.8,0.7,41.4
GP029,2020-07-29T14:45:30Z,34.9,5.8,0.7,41.4
GP029,2020-07-29T14:45:31Z,35.3,5.8,0.7,41.4
GP029,2020-07-29T14:45:32Z,35.7,5.8,0.7,41.4
GP029,2020-07-29T14:45:33Z,36.15,5.8,0.8,41.4
GP029,2020-07-29T14:45:34Z,36.45,5.8,0.8,41.4
GP029,2020-07-29T14:45:35Z,36.75,5.8,0.8,41.4
GP029,2020-07-29T14:45:36Z,37.15,5.8,0.8,41.4
GP029,2020-07-29T14:45:37Z,37.4,5.8,0.9,41.4
GP029,2020-07-29T14:45:38Z,37.65,5.8,0.9,41.4
GP029,2020-07-29T14:45:39Z,37.85,5.8,0.9,41.4
GP029,2020-07-29T14:45:40Z,38.15,5.8,0.9,41.4
GP029,2020-07-29T14:45:41Z,38.4,5.8,1,41.4
GP029,2020-07-29T14:45:42Z,38.7,5.8,1,41.4
GP029,2020-07-29T14:45:43Z,39.05,5.8,1.1,41.4
GP029,2020-07-29T14:45:44Z,39.35,5.8,1.1,41.4
GP029,2020-07-29T14:45:45Z,39.55,5.8,1.1,41.4
GP029,2020-07-29T14:45:46Z,39.8,5.8,1.1,41.4
GP029,2020-07-29T14:45:47Z,39.95,5.8,1.1,41.4
GP029,2020-07-29T14:45:48Z,40.15,5.8,1.2,41.4
GP029,2020-07-29T14:45:49Z,40.4,5.8,1.2,41.4
GP029,2020-07-29T14:45:50Z,40.6,5.8,1.2,41.4
GP029,2020-07-29T14:45:51Z,40.75,5.8,1.2,41.4
GP029,2020-07-29T14:45:52Z,40.95,5.8,1.2,41.4
